"","date","country","credit","gdp","inf","stock","yield","global_factor","fin_factor","iv1","iv2","q","year","NFCI","EPU","USRECD","USUN"
"4345",1966-04-01,"Iceland",0.507900809797541,66.0099487304688,0.117389783263206,NA,NA,0.793988753560609,-1.75832282123151,3.90165286805905,2.44311018721186,"2","1966",NA,NA,NA,0.904099853697299
"4346",1966-07-01,"Iceland",0.52165191701217,66.7006301879883,0.121116444468498,NA,NA,3.52273924814514,-2.55793286807521,2.43340447653682,2.8759888482307,"3","1966",NA,NA,NA,0.935756751433019
"4347",1966-10-01,"Iceland",0.527427059774392,66.3416595458984,0.12173755466938,NA,NA,2.47781424753359,-2.2215538457414,0.709151275026127,2.66770450115731,"4","1966",NA,NA,NA,0.925911438440639
"4348",1967-01-01,"Iceland",0.502284852325674,65.9716186523438,0.121116444468498,NA,NA,-0.626935014915319,0.735171395685618,-2.1973476325676,5.08776718766008,"1","1967",NA,NA,NA,0.942025269963396
"4349",1967-04-01,"Iceland",0.519025867044325,65.6182327270508,0.121116444468498,NA,NA,-0.664830094993892,-1.37867217460356,-0.567876208586607,1.65867242697451,"2","1967",NA,NA,NA,0.88483432111156
"4350",1967-07-01,"Iceland",0.530788312038393,64.8438491821289,0.121116444468498,NA,NA,-1.70201736904759,-0.637519352859927,1.43875051144775,-0.843058491194436,"3","1967",NA,NA,NA,0.86578295759565
"4351",1967-10-01,"Iceland",0.528421807013295,63.6226654052734,0.126085326075554,NA,NA,-2.3164038457833,-3.15552164639128,2.0040278751647,-0.762654095149566,"4","1967",NA,NA,NA,0.872102849813744
"4352",1968-01-01,"Iceland",0.50283195091472,62.4129676818848,0.13288414478302,NA,NA,-2.22438960451939,0.380846179088641,3.82180087310961,-0.225240977960196,"1","1968",NA,NA,NA,0.910409371707676
"4353",1968-04-01,"Iceland",0.524508449915617,61.2049446105957,0.135515511035919,NA,NA,-4.60317630107444,-2.11785909611606,4.26770088035802,1.2775905368949,"2","1968",NA,NA,NA,0.927298260639684
"4354",1968-07-01,"Iceland",0.526700863348463,60.8414726257324,0.138146877288818,NA,NA,-3.58027885154354,-1.48600183952233,3.22600207952,0.945485268547016,"3","1968",NA,NA,NA,0.875064880546218
"4355",1968-10-01,"Iceland",0.526325191501007,61.3600769042969,0.144725307822227,NA,NA,-2.94990215178201,-3.9671047359011,4.07656857799856,0.7303703079922,"4","1968",NA,NA,NA,0.895125189591624
"4356",1969-01-01,"Iceland",0.4844419280193,61.8821640014648,0.159197837114334,NA,NA,-5.2784852198515,-0.770591070311467,2.80856833279544,1.28179800135372,"1","1969",NA,NA,NA,0.935901222625376
"4357",1969-04-01,"Iceland",0.481446115866743,62.3924140930176,0.165776252746582,NA,NA,-3.65104933377496,-3.40234240730056,2.08483722494663,1.76233536037807,"2","1969",NA,NA,NA,0.998976931272821
"4358",1969-07-01,"Iceland",0.468529490312866,63.16552734375,0.172354683279991,NA,NA,0.648831162703773,-2.6119387116886,0.560165451331474,2.30102962075428,"3","1969",NA,NA,NA,1.05039352318726
"4359",1969-10-01,"Iceland",0.471532807292859,64.2158050537109,0.17630173265934,NA,NA,-2.42456896743865,-3.58442047035932,-1.07566760464058,2.10967810758403,"4","1969",NA,NA,NA,1.07061700103473
"4360",1970-01-01,"Iceland",0.461538127678972,62.4744720458984,0.180248782038689,NA,NA,-0.515440935364929,0.0691928930245824,-6.12719785708289,3.13607277066634,"1","1970",NA,NA,NA,1.12564974222725
"4361",1970-04-01,"Iceland",0.474876476649444,66.317253112793,0.185511529445648,NA,NA,2.27974995458967,-2.50790364079748,-6.88905656477466,0.0685137196775553,"2","1970",NA,NA,NA,1.19590015640046
"4362",1970-07-01,"Iceland",0.487116263889882,69.5123672485352,0.193405628204346,NA,NA,0.802940644672836,-0.387960739083197,-5.40327207093744,0.0164629170073358,"3","1970",NA,NA,NA,1.08344935132007
"4363",1970-10-01,"Iceland",0.488880652771203,72.1233825683594,0.202615424990654,NA,NA,1.76450332318614,-1.62444387039888,-7.74827830055207,-0.504978908046752,"4","1970",NA,NA,NA,1.01459234181674
"4364",1971-01-01,"Iceland",0.506559406297892,74.1879348754883,0.201299741864204,NA,NA,-0.635468649633405,1.37186155190951,-0.354834202685933,-2.58779842807422,"1","1971",0.7718375,NA,0,0.931987310109107
"4365",1971-04-01,"Iceland",0.546422093027079,75.8646392822266,0.203931108117104,NA,NA,-1.28245460003447,-0.853750948297098,0.662071716200883,-1.57426796644669,"2","1971",1.21375230769231,NA,0,0.88701960375894
"4366",1971-07-01,"Iceland",0.573058780605637,77.2546081542969,0.202615424990654,NA,NA,-0.225104600801882,-1.04615866390809,-0.197008069853574,0.0117892177778715,"3","1971",1.52839538461538,NA,0,0.896049263965094
"4367",1971-10-01,"Iceland",0.590515641962587,78.4403915405273,0.205246791243553,NA,NA,3.86635674799701,-2.33757571495228,1.37523275633008,1.12823657965547,"4","1971",1.46506285714286,NA,0,0.907857080015627
